Date,Open,High,Low,Close,Adj Close,Volume,Stock,SMA_50,T_SMA_50,SMA_150,T_SMA_150,SMA_200,T_SMA_200,VOL_50,EMA_5,T_EMA_5,EMA_10,T_EMA_10,EMA_21,T_EMA_21,EMA_50,T_EMA_50,EMA_200,T_EMA_200,MACD,SIGNAL,HIST,RSI
2019-06-03,25.1299991607666,25.540000915527344,24.420000076293945,24.690000534057617,24.690000534057617,1661200,STNE,,False,,False,,False,,25.0,False,25.0,False,25.0,False,25.0,False,25.0,False,0.0,0.0,0.0,
2019-06-04,25.139999389648438,26.65999984741211,24.829999923706055,26.229999542236328,26.229999542236328,2226000,STNE,,False,,False,,False,,25.0,True,25.0,True,25.0,True,25.0,True,25.0,True,0.1228489237293573,0.02456978474587146,0.09827913898348584,
2019-06-05,26.709999084472656,27.0,25.940000534057617,26.290000915527344,26.290000915527344,1330400,STNE,,False,,False,,False,,26.0,True,25.0,True,25.0,True,25.0,True,25.0,True,0.22248452709916577,0.06415273321653032,0.15833179388263546,
2019-06-06,26.31999969482422,27.190000534057617,25.530000686645508,27.030000686645508,27.030000686645508,1680900,STNE,,False,,False,,False,,26.0,True,26.0,True,25.0,True,25.0,True,25.0,True,0.3570424940781116,0.12273068538884659,0.23431180868926504,
2019-06-07,27.209999084472656,27.309999465942383,26.510000228881836,26.6299991607666,26.6299991607666,2201800,STNE,,False,,False,,False,,26.0,True,26.0,True,25.0,True,25.0,True,25.0,True,0.4264875887171051,0.1834820660544983,0.24300552266260683,
2019-06-10,27.65999984741211,28.75,26.889999389648438,28.0,28.0,2623000,STNE,,False,,False,,False,,27.0,True,26.0,True,26.0,True,25.0,True,25.0,True,0.5853236974618135,0.26385039233596136,0.3214733051258521,
2019-06-11,28.40999984741211,28.93000030517578,27.360000610351562,27.8799991607666,27.8799991607666,1503700,STNE,,False,,False,,False,,27.0,True,26.0,True,26.0,True,25.0,True,25.0,True,0.6935248701581394,0.349785287900397,0.34373958225774237,
2019-06-12,27.610000610351562,28.309999465942383,27.149999618530273,28.170000076293945,28.170000076293945,1486100,STNE,,False,,False,,False,,28.0,True,27.0,True,26.0,True,25.0,True,25.0,True,0.7935284275530776,0.43853391583093315,0.35499451172214447,
2019-06-13,28.389999389648438,29.610000610351562,28.270000457763672,28.540000915527344,28.540000915527344,3026000,STNE,,False,,False,,False,,28.0,True,27.0,True,26.0,True,25.0,True,25.0,True,0.8923514704930504,0.5292974267633566,0.36305404372969385,
2019-06-14,28.6200008392334,28.700000762939453,27.639999389648438,28.329999923706055,28.329999923706055,1213100,STNE,,False,,False,,False,,28.0,True,27.0,True,26.0,True,26.0,True,25.0,True,0.942855468087135,0.6120090350281122,0.33084643305902284,
2019-06-17,28.3799991607666,29.440000534057617,28.309999465942383,29.290000915527344,29.290000915527344,1444800,STNE,,False,,False,,False,,28.0,True,28.0,True,27.0,True,26.0,True,25.0,True,1.0482606112125517,0.6992593502650002,0.34900126094755146,
2019-06-18,29.6299991607666,30.760000228881836,29.420000076293945,29.950000762939453,29.950000762939453,2629700,STNE,,False,,False,,False,,29.0,True,28.0,True,27.0,True,26.0,True,25.0,True,1.1715465589110678,0.7937167919942137,0.3778297669168541,
2019-06-19,30.100000381469727,30.190000534057617,29.100000381469727,29.3700008392334,29.3700008392334,2020000,STNE,,False,,False,,False,,29.0,True,28.0,True,27.0,True,26.0,True,25.0,True,1.208519355257728,0.8766773046469167,0.3318420506108113,
2019-06-20,29.739999771118164,29.979999542236328,29.3700008392334,29.440000534057617,29.440000534057617,1198000,STNE,,False,,False,,False,,29.0,True,29.0,True,27.0,True,26.0,True,25.0,True,1.2292983667374457,0.9472015170650225,0.2820968496724232,
2019-06-21,29.010000228881836,29.670000076293945,28.219999313354492,29.139999389648438,29.139999389648438,1575300,STNE,,False,,False,,False,,29.0,True,29.0,True,28.0,True,26.0,True,25.0,True,1.2076374056164063,0.9992886947752994,0.20834871084110695,73.65077908766244
2019-06-24,29.149999618530273,29.200000762939453,28.549999237060547,28.700000762939453,28.700000762939453,1032100,STNE,,False,,False,,False,,29.0,False,29.0,False,28.0,True,26.0,True,25.0,True,1.1418047119451735,1.0277918982092742,0.11401281373589933,66.72064501773201
2019-06-25,28.790000915527344,28.979999542236328,27.860000610351562,28.200000762939453,28.200000762939453,1207400,STNE,,False,,False,,False,,29.0,False,29.0,False,28.0,True,26.0,True,25.0,True,1.0373283312973953,1.0296991848268986,0.007629146470496728,59.83104162884789
2019-06-26,28.239999771118164,28.579999923706055,27.989999771118164,28.450000762939453,28.450000762939453,1155400,STNE,,False,,False,,False,,29.0,False,29.0,False,28.0,True,27.0,True,25.0,True,0.9635952315728105,1.016478394176081,-0.05288316260327064,61.94686363925348
2019-06-27,28.68000030517578,29.479999542236328,28.530000686645508,28.799999237060547,28.799999237060547,1267400,STNE,,False,,False,,False,,29.0,False,29.0,False,28.0,True,27.0,True,25.0,True,0.9227660974555398,0.997735934831973,-0.07496983737643315,64.74650000910329
2019-06-28,29.469999313354492,30.0,28.959999084472656,29.579999923706055,29.579999923706055,2046800,STNE,,False,,False,,False,,29.0,True,29.0,True,28.0,True,27.0,True,25.0,True,0.942483883649281,0.9866855245954347,-0.04420164094615364,70.0371373235683
2019-07-01,30.0,30.479999542236328,28.639999389648438,28.8799991607666,28.8799991607666,1816500,STNE,,False,,False,,False,,29.0,False,29.0,False,28.0,True,27.0,True,25.0,True,0.8913512178554832,0.9676186632474445,-0.07626744539196129,61.1655586447288
2019-07-02,28.8799991607666,28.940000534057617,28.149999618530273,28.520000457763672,28.520000457763672,1615800,STNE,,False,,False,,False,,29.0,False,29.0,False,28.0,True,27.0,True,25.0,True,0.812414318571161,0.9365777943121878,-0.12416347574102682,57.15578530233657
2019-07-03,28.5,28.719999313354492,28.040000915527344,28.450000762939453,28.450000762939453,553700,STNE,,False,,False,,False,,29.0,False,29.0,False,28.0,True,27.0,True,25.0,True,0.7357268654869635,0.896407608547143,-0.16068074306017943,56.381801767645314
2019-07-05,28.309999465942383,30.270000457763672,28.270000457763672,29.350000381469727,29.350000381469727,2526600,STNE,,False,,False,,False,,29.0,True,29.0,True,28.0,True,27.0,True,25.0,True,0.7390545927198566,0.8649370053816857,-0.1258824126618291,63.26890059795708
2019-07-08,29.25,29.299999237060547,28.670000076293945,29.18000030517578,29.18000030517578,1258700,STNE,,False,,False,,False,,29.0,True,29.0,True,28.0,True,27.0,True,25.0,True,0.7196782522125531,0.8358852547478592,-0.11620700253530614,61.30001427014973
2019-07-09,29.020000457763672,30.940000534057617,28.860000610351562,30.799999237060547,30.799999237060547,3217300,STNE,,False,,False,,False,,30.0,True,29.0,True,29.0,True,27.0,True,26.0,True,0.8255265811140191,0.8338135200210912,-0.008286938907072106,70.66760936690855
2019-07-10,31.299999237060547,32.18000030517578,31.079999923706055,32.0099983215332,32.0099983215332,3628100,STNE,,False,,False,,False,,30.0,True,30.0,True,29.0,True,27.0,True,26.0,True,0.9955726166943109,0.8661653393557351,0.1294072773385757,75.44796122367875
2019-07-11,32.150001525878906,35.0,32.119998931884766,34.869998931884766,34.869998931884766,6232400,STNE,,False,,False,,False,,32.0,True,31.0,True,29.0,True,28.0,True,26.0,True,1.3456022075992884,0.9620527130044458,0.38354949459484255,82.64674489162681
2019-07-12,34.790000915527344,34.97999954223633,33.56999969482422,33.81999969482422,33.81999969482422,2879200,STNE,,False,,False,,False,,33.0,True,31.0,True,30.0,True,28.0,True,26.0,True,1.5207467945815552,1.0737915293198679,0.4469552652616873,74.06116485956095
2019-07-15,34.0099983215332,34.279998779296875,33.33000183105469,33.869998931884766,33.869998931884766,2493600,STNE,,False,,False,,False,,33.0,True,32.0,True,30.0,True,28.0,True,26.0,True,1.6446264324148636,1.1879585099388672,0.4566679224759964,74.19861525070364
2019-07-16,33.9900016784668,34.58000183105469,33.22999954223633,34.0099983215332,34.0099983215332,3622100,STNE,,False,,False,,False,,33.0,True,32.0,True,31.0,True,28.0,True,26.0,True,1.734108989636109,1.2971886058783157,0.4369203837577933,74.60440525727057
