Date,Open,High,Low,Close,Adj Close,Volume,Stock,SMA_50,T_SMA_50,SMA_150,T_SMA_150,SMA_200,T_SMA_200,VOL_50,EMA_5,T_EMA_5,EMA_10,T_EMA_10,EMA_21,T_EMA_21,EMA_50,T_EMA_50,EMA_200,T_EMA_200,MACD,SIGNAL,HIST,RSI
2019-06-03,60.935001373291016,61.73249816894531,60.16999816894531,60.34000015258789,60.34000015258789,4256400,ANET,,False,,False,,False,,60.0,True,60.0,True,60.0,True,60.0,True,60.0,True,0.0,0.0,0.0,
2019-06-04,61.2599983215332,63.71500015258789,61.066749572753906,63.6775016784668,63.6775016784668,3340400,ANET,,False,,False,,False,,61.0,True,61.0,True,61.0,True,60.0,True,60.0,True,0.26623943796185046,0.05324788759237009,0.21299155036948036,
2019-06-05,64.44750213623047,65.93250274658203,63.727500915527344,65.90750122070312,65.90750122070312,5958400,ANET,,False,,False,,False,,63.0,True,62.0,True,61.0,True,61.0,True,60.0,True,0.6496892239170577,0.17253615485730764,0.4771530690597501,
2019-06-06,66.0250015258789,66.47750091552734,63.397499084472656,64.29499816894531,64.29499816894531,4436000,ANET,,False,,False,,False,,63.0,True,62.0,True,61.0,True,61.0,True,60.0,True,0.8140762575147704,0.3008441753888002,0.5132320821259702,
2019-06-07,62.665000915527344,62.75,59.1349983215332,61.61000061035156,61.61000061035156,8346800,ANET,,False,,False,,False,,63.0,False,62.0,False,61.0,True,61.0,True,60.0,True,0.7194044557161519,0.38455623145427054,0.3348482242618813,
2019-06-10,61.959999084472656,63.932498931884766,61.959999084472656,62.51750183105469,62.51750183105469,4478400,ANET,,False,,False,,False,,63.0,False,62.0,True,62.0,True,61.0,True,60.0,True,0.7094263100244262,0.4495302471683017,0.25989606285612454,
2019-06-11,63.0,63.51750183105469,60.278751373291016,60.75,60.75,3379200,ANET,,False,,False,,False,,62.0,False,62.0,False,61.0,False,61.0,False,61.0,False,0.5525267471331006,0.4701295471612615,0.08239719997183909,
2019-06-12,60.66999816894531,61.73775100708008,60.61249923706055,60.970001220703125,60.970001220703125,2716800,ANET,,False,,False,,False,,62.0,False,62.0,False,61.0,False,61.0,False,61.0,False,0.44085309299077124,0.46427425632716346,-0.023421163336392214,
2019-06-13,61.43000030517578,61.43000030517578,59.97249984741211,60.502498626708984,60.502498626708984,4984800,ANET,,False,,False,,False,,61.0,False,62.0,False,61.0,False,61.0,False,61.0,False,0.3110418682245637,0.4336277787066435,-0.12258591048207979,
2019-06-14,60.125,60.375,58.07500076293945,59.02000045776367,59.02000045776367,3784800,ANET,,False,,False,,False,,61.0,False,61.0,False,61.0,False,61.0,False,60.0,False,0.08753131832690997,0.3644084866306968,-0.27687716830378684,
2019-06-17,59.22249984741211,60.29499816894531,59.22249984741211,59.650001525878906,59.650001525878906,3609200,ANET,,False,,False,,False,,60.0,False,61.0,False,61.0,False,61.0,False,60.0,False,-0.03832479730822769,0.2838618298429119,-0.3221866271511396,
2019-06-18,60.32500076293945,61.8125,60.32500076293945,60.51499938964844,60.51499938964844,2744000,ANET,,False,,False,,False,,60.0,True,61.0,False,61.0,False,61.0,False,60.0,True,-0.06749058769251093,0.21359134633582735,-0.28108193402833825,
2019-06-19,61.005001068115234,61.477500915527344,60.51499938964844,60.790000915527344,60.790000915527344,2531600,ANET,,False,,False,,False,,60.0,True,61.0,False,61.0,False,61.0,False,60.0,True,-0.06763471099820606,0.1573461348690207,-0.22498084586722675,
2019-06-20,62.0,62.625,61.00749969482422,62.182498931884766,62.182498931884766,2820800,ANET,,False,,False,,False,,61.0,True,61.0,True,61.0,True,61.0,True,61.0,True,0.044105600662568634,0.1346980280277303,-0.09059242736516165,
2019-06-21,62.23249816894531,63.65250015258789,62.02000045776367,63.34749984741211,63.34749984741211,5910000,ANET,,False,,False,,False,,62.0,True,61.0,True,61.0,True,61.0,True,61.0,True,0.22408334692703846,0.15257509180759193,0.07150825511944653,60.74136662358787
2019-06-24,63.31999969482422,63.8125,62.72975158691406,63.022499084472656,63.022499084472656,3478000,ANET,,False,,False,,False,,62.0,True,62.0,True,61.0,True,61.0,True,61.0,True,0.3366119095273703,0.18938245535154763,0.14722945417582267,58.85769760828101
2019-06-25,62.9275016784668,62.974998474121094,61.352500915527344,61.595001220703125,61.595001220703125,2298800,ANET,,False,,False,,False,,62.0,False,62.0,False,61.0,True,61.0,True,61.0,True,0.30706480665396896,0.2129189256120319,0.09414588104193705,51.32841408994667
